property_id,location,property_type,bedrooms,bathrooms,sqft,year_built,property_age,price,price_per_sqft,estimated_monthly_rent,days_on_market,estimated_roi,city,state,zip_code,neighborhood,latitude,longitude,has_pool,has_garage,lot_size,neighborhood_score,date_listed
228,Westside,Multi-Family,3,2.0,1382.0,2000,25,633565,458.44066570188136,3588,3,0.04795829946414337,San Diego,CA,89273,Westside,32.677876191112524,-117.1632765976952,False,False,1.42,6.443217141482185,2025-03-14 06:42:21.896536
229,Lakefront,Townhouse,3,3.5,1922.0,2018,7,616952,320.99479708636835,3660,9,0.05118868242586133,Philadelphia,PA,84859,Lakefront,39.95321075548467,-75.19194486416346,False,True,0.97,7.421975882927366,2025-03-08 06:42:21.896536
230,Southbay,Multi-Family,3,1.0,1568.0,1980,45,368115,234.7672193877551,3180,28,0.08366325740597368,Los Angeles,CA,90765,Southbay,34.01019653943593,-118.21602763695283,False,True,0.29,3.878082977642296,2025-02-17 06:42:21.896536
231,Central District,Single Family Home,3,2.5,1563.0,1999,26,444955,284.68010236724245,3298,20,0.06894382578013507,Houston,TX,84038,Central District,29.72260350521244,-95.36037092494382,False,False,0.92,4.225593837733154,2025-02-25 06:42:21.896536
232,Northend,Condominium,3,1.0,1571.0,1969,56,263513,167.73583704646722,2060,19,0.07380941357731875,Houston,TX,62393,Northend,29.804044917388367,-95.3321894807402,False,True,0.83,5.911764889363443,2025-02-26 06:42:21.896536
233,Northend,Condominium,3,1.5,1360.0,2004,21,358086,263.2985294117647,3048,33,0.08214306060555285,Philadelphia,PA,76081,Northend,39.93037526237492,-75.13005513624488,False,True,1.31,6.323277379470607,2025-02-12 06:42:21.896536
234,Eastwood,Single Family Home,5,2.0,2222.0,1951,74,350252,157.62916291629162,3065,39,0.08501010700866804,Philadelphia,PA,39430,Eastwood,39.90263325061205,-75.21343121903867,False,True,1.06,4.804969456812315,2025-02-06 06:42:21.896536
235,Suburban Heights,Single Family Home,1,2.0,1025.0,1974,51,279748,272.9248780487805,2217,71,0.07509987560232781,New York,NY,85532,Suburban Heights,40.72305531638429,-74.01952017808554,True,True,0.38,6.547601497138068,2025-01-05 06:42:21.896536
236,Central District,Single Family Home,4,2.5,1876.0,1962,63,412820,220.05330490405117,3307,18,0.07612906351436462,San Diego,CA,37788,Central District,32.70434608411591,-117.15465589093212,False,False,1.18,4.716725071315657,2025-02-27 06:42:21.896536
237,Suburban Heights,Townhouse,2,3.5,1283.0,2019,6,476617,371.4863600935308,3867,73,0.07736119357891137,Philadelphia,PA,58543,Suburban Heights,39.92177824555918,-75.19402446493345,False,True,0.78,5.36639649025327,2025-01-03 06:42:21.896536
238,Downtown,Condominium,4,2.5,1964.0,2016,9,694783,353.7591649694501,4529,18,0.05822298473048419,Chicago,IL,23919,Downtown,41.87656015870189,-87.60437464556561,True,True,0.52,7.785547323236585,2025-02-27 06:42:21.896536
239,Southbay,Single Family Home,3,4.0,1790.0,2007,18,370643,207.06312849162012,3177,2,0.08285908542721702,Dallas,TX,79346,Southbay,32.788649775140755,-96.81726449517632,False,True,0.92,3.655542411682438,2025-03-15 06:42:21.896536
240,Suburban Heights,Condominium,4,3.0,1907.0,2024,1,506950,265.83639223911905,2841,36,0.04724923562481507,Los Angeles,CA,49974,Suburban Heights,34.04523371775089,-118.276633524145,False,True,1.4,6.720147037979586,2025-02-09 06:42:21.896536
241,Lakefront,Single Family Home,2,2.5,1144.0,2013,12,552770,483.19055944055947,3274,39,0.051074768891220576,San Diego,CA,26371,Lakefront,32.673162981433705,-117.1328303959256,False,True,0.17,6.245256099956013,2025-02-06 06:42:21.896536
242,Mountain View,Single Family Home,3,3.0,1702.0,2018,7,601622,353.4794359576968,3583,122,0.051466801413512134,San Jose,CA,55084,Mountain View,37.31473874091882,-121.91852336121488,False,True,1.0,6.116927399466247,2024-11-15 06:42:21.896536
243,Lakefront,Luxury Home,3,2.5,1558.0,2008,17,1179551,757.0930680359435,7486,58,0.056157792244676145,Chicago,IL,39629,Lakefront,41.89726180555694,-87.61799483257128,False,True,0.62,6.793455200936772,2025-01-18 06:42:21.896536
244,Westside,Multi-Family,4,1.0,1594.0,2009,16,795114,498.8168130489335,4868,112,0.05346871014722417,Phoenix,AZ,61184,Westside,33.461718962601346,-112.10111053951533,False,True,0.61,7.37610770710786,2024-11-25 06:42:21.896536
245,Downtown,Condominium,3,2.5,1658.0,2011,14,584585,352.58443908323284,3615,107,0.054206488363539945,Philadelphia,PA,71916,Downtown,39.925864553856265,-75.19311973702143,True,True,0.68,6.8062696012088075,2024-11-30 06:42:21.896536
246,Lakefront,Single Family Home,3,1.0,1821.0,1965,60,485689,266.715540911587,4272,41,0.08554902416978767,San Jose,CA,83972,Lakefront,37.30557525956623,-121.87072763274384,False,True,0.61,6.019693650024022,2025-02-04 06:42:21.896536
247,Eastwood,Townhouse,3,2.5,1577.0,2017,8,361534,229.25428027901077,2646,33,0.06782576465837238,Philadelphia,PA,72187,Eastwood,39.98740158852494,-75.14276825303233,True,True,1.27,3.976170425614235,2025-02-12 06:42:21.896536
248,Mountain View,Single Family Home,3,2.5,1949.0,1964,61,483479,248.0651616213443,3653,36,0.07066784700059361,Houston,TX,22984,Mountain View,29.789609363376055,-95.37932015709148,False,True,0.52,6.8905537195373086,2025-02-09 06:42:21.896536
249,Mountain View,Single Family Home,3,1.0,1922.0,2004,21,479771,249.6207075962539,3767,172,0.07421995076817899,Chicago,IL,43039,Mountain View,41.8935075795372,-87.64437637595553,False,False,1.14,5.668643632094034,2024-09-26 06:42:21.896536
250,Lakefront,Single Family Home,2,1.5,1060.0,1984,41,355476,335.35471698113207,2757,66,0.07306957431725349,Houston,TX,95431,Lakefront,29.762950462196866,-95.37163651534651,False,True,0.25,6.481756127410965,2025-01-10 06:42:21.896536
251,Suburban Heights,Condominium,5,3.5,2351.0,2004,21,607581,258.4351339855381,3296,5,0.04509749317374967,New York,NY,93691,Suburban Heights,40.68048871451439,-74.01729212396644,False,True,1.75,5.259797609073622,2025-03-12 06:42:21.896536
252,Westside,Condominium,4,2.5,2370.0,1963,62,400796,169.11223628691982,2944,67,0.06814459226139982,Houston,TX,68606,Westside,29.806782227548236,-95.3949419742285,False,True,1.1,6.930872406553081,2025-01-09 06:42:21.896536
253,Lakefront,Single Family Home,5,1.5,2126.0,1998,27,709992,333.9567262464723,4414,8,0.054603657506000075,New York,NY,20616,Lakefront,40.67618037362795,-74.0141419378376,True,False,1.35,6.138348381010834,2025-03-09 06:42:21.896536
254,Westside,Condominium,2,2.5,1357.0,1956,69,289435,213.2903463522476,2491,26,0.08327707429992917,New York,NY,60072,Westside,40.741833773586016,-73.99778517702201,False,True,0.49,6.162416604657043,2025-02-19 06:42:21.896536
255,Suburban Heights,Multi-Family,4,2.5,1616.0,1979,46,623585,385.8818069306931,3752,10,0.05220186502241074,San Jose,CA,34574,Suburban Heights,37.356297482723825,-121.91733051518254,False,False,0.78,5.564997453241929,2025-03-07 06:42:21.896536
256,Northend,Single Family Home,4,2.0,1794.0,1998,27,480350,267.7536231884058,3872,52,0.07672946809617986,Philadelphia,PA,13430,Northend,39.96449481930077,-75.18284996050885,False,True,0.5,5.610319459580309,2025-01-24 06:42:21.896536
257,Lakefront,Townhouse,4,4.0,2211.0,1965,60,540723,244.56037991858886,3085,94,0.0484638900139258,Phoenix,AZ,22676,Lakefront,33.48183033659548,-112.06107011939892,True,False,1.57,7.460832530039471,2024-12-13 06:42:21.896536
258,Southbay,Multi-Family,3,2.5,2135.0,2000,25,485877,227.57704918032786,4095,15,0.08113670743830229,Houston,TX,20816,Southbay,29.73028562777753,-95.41333833201558,False,False,0.81,4.065752869393495,2025-03-02 06:42:21.896536
259,Northend,Single Family Home,3,2.0,1561.0,2021,4,499982,320.29596412556054,4201,3,0.0808276297946726,Chicago,IL,42733,Northend,41.83236332092871,-87.642659143235,False,True,1.0,6.362051985950135,2025-03-14 06:42:21.896536
260,Downtown,Single Family Home,4,3.0,1668.0,1991,34,732452,439.11990407673864,4472,15,0.053266234510930405,New York,NY,95680,Downtown,40.68938511366543,-73.99139098765374,False,True,1.27,8.402885277774663,2025-03-02 06:42:21.896536
261,Southbay,Condominium,3,3.0,1419.0,1966,59,228311,160.89570119802679,1721,50,0.07045556280687308,Philadelphia,PA,12050,Southbay,39.95253338349786,-75.18859807219945,False,True,0.65,3.722930656997031,2025-01-26 06:42:21.896536
262,Mountain View,Condominium,2,1.5,1243.0,2012,13,342313,275.3925985518906,2517,17,0.06823503635561605,Los Angeles,CA,43933,Mountain View,34.017123777795014,-118.28098002373126,False,True,1.0,6.8053607525497855,2025-02-28 06:42:21.896536
263,Downtown,Townhouse,3,1.5,1785.0,1994,31,577487,323.52212885154063,3162,14,0.04570537518593493,San Diego,CA,34951,Downtown,32.75216603921404,-117.18675220315951,False,True,1.06,7.977602766536379,2025-03-03 06:42:21.896536
264,Northend,Single Family Home,5,1.5,2277.0,1956,69,414040,181.83574879227052,3373,9,0.07775867065983963,San Jose,CA,42413,Northend,37.3533710647911,-121.85523140720137,False,True,1.35,6.285929183409655,2025-03-08 06:42:21.896536
265,Lakefront,Luxury Home,4,2.5,2042.0,1976,49,1164518,570.2830558276199,7441,30,0.05667721752690813,Phoenix,AZ,44801,Lakefront,33.45980813111847,-112.0380434768353,False,True,0.9,6.8958872804154066,2025-02-15 06:42:21.896536
266,Central District,Single Family Home,6,2.5,2811.0,1959,66,539816,192.036997509783,3471,14,0.05715962476102968,San Antonio,TX,65619,Central District,29.413339372152848,-98.4479777809351,False,True,0.89,5.060946374395584,2025-03-03 06:42:21.896536
267,Southbay,Single Family Home,3,2.5,1506.0,1983,42,293244,194.71713147410358,2328,59,0.07526537627368335,San Jose,CA,42913,Southbay,37.30151450041781,-121.92608504703425,False,True,0.45,3.831548627163148,2025-01-17 06:42:21.896536
268,Central District,Condominium,2,3.5,1453.0,1985,40,315926,217.43014452856158,2671,3,0.08145413799434044,Los Angeles,CA,50600,Central District,34.06806921462074,-118.19941688585868,False,True,1.12,5.700753838599411,2025-03-14 06:42:21.896536
269,Westside,Single Family Home,2,3.0,1296.0,1974,51,403639,311.44984567901236,3517,49,0.08455877653051365,San Diego,CA,67775,Westside,32.746588346163634,-117.2034583140562,False,True,0.86,5.9594046307242685,2025-01-27 06:42:21.896536
270,Suburban Heights,Single Family Home,2,1.5,1196.0,1955,70,300992,251.66555183946488,2299,12,0.07165692111418244,Los Angeles,CA,45400,Suburban Heights,34.03013677139347,-118.20066811151622,False,False,0.67,5.47941815648489,2025-03-05 06:42:21.896536
271,Riverside,Single Family Home,1,2.0,799.0,1973,52,199817,250.08385481852315,1565,30,0.07398599718742649,Houston,TX,14494,Riverside,29.73570584328008,-95.3416829576213,True,True,1.11,4.49521020715416,2025-02-15 06:42:21.896536
272,Riverside,Single Family Home,3,2.0,1532.0,1967,58,307739,200.87402088772845,2674,15,0.08427017700064016,New York,NY,90688,Riverside,40.74531321959287,-74.0064547896539,False,False,0.21,4.210685664204703,2025-03-02 06:42:21.896536
273,Lakefront,Single Family Home,2,2.0,1295.0,1955,70,346142,267.2911196911197,2679,57,0.07287517839499397,Phoenix,AZ,99431,Lakefront,33.43703489098483,-112.07898755675802,False,True,1.15,7.1220136728298415,2025-01-19 06:42:21.896536
274,Lakefront,Luxury Home,3,2.5,1576.0,1978,47,1079022,684.6586294416244,7010,130,0.057959485534122564,Dallas,TX,84691,Lakefront,32.74939646943653,-96.75806090838711,False,True,1.5,6.268980212991004,2024-11-07 06:42:21.896536
275,Northend,Single Family Home,5,3.0,2268.0,1974,51,551635,243.22530864197532,3628,112,0.058921750795362875,New York,NY,53001,Northend,40.707861965672976,-73.96775405595439,False,True,1.65,5.140372438808111,2024-11-25 06:42:21.896536
276,Northend,Townhouse,3,2.0,1681.0,2004,21,461219,274.3718024985128,3809,39,0.07910259551319437,Dallas,TX,77364,Northend,32.737269347990626,-96.74817247289998,False,True,1.24,6.32688939695118,2025-02-06 06:42:21.896536
277,Central District,Townhouse,4,2.5,2197.0,1995,30,432279,196.75876194811107,3677,27,0.08207296676452014,San Diego,CA,55028,Central District,32.71002730874436,-117.20631691796059,True,False,0.73,4.818450960383592,2025-02-18 06:42:21.896536
278,Southbay,Multi-Family,3,3.0,1962.0,1973,52,379693,193.52344546381244,3189,76,0.08078668819282947,Philadelphia,PA,47573,Southbay,39.90640218482374,-75.14057927425182,False,True,0.46,4.496467432987019,2024-12-31 06:42:21.896536
279,Central District,Single Family Home,2,2.0,1452.0,2024,1,394567,271.7403581267218,3282,51,0.07981574738890987,San Antonio,TX,10806,Central District,29.440003553420368,-98.46338694418723,False,True,1.02,4.226924383413148,2025-01-25 06:42:21.896536
280,Central District,Multi-Family,3,1.5,1299.0,1975,50,423947,326.3641262509623,3260,9,0.07227568540407173,Chicago,IL,66638,Central District,41.838636753395285,-87.67624291329645,False,False,0.56,4.4951290162835695,2025-03-08 06:42:21.896536
281,Lakefront,Condominium,2,2.0,1228.0,1977,48,349351,284.48778501628664,2547,77,0.06748794192660104,New York,NY,39757,Lakefront,40.71365792894476,-74.01724047685173,False,True,0.34,7.614691242400737,2024-12-30 06:42:21.896536
282,Westside,Condominium,3,1.0,1446.0,1952,73,271780,187.95297372060858,2105,25,0.07294282139966149,Phoenix,AZ,44636,Westside,33.44459469366709,-112.02484115911297,False,False,1.21,7.025985872579389,2025-02-20 06:42:21.896536
283,Westside,Condominium,4,3.5,1919.0,2024,1,636670,331.7717561229807,3947,9,0.054393327783624164,Los Angeles,CA,90097,Westside,34.09927499576707,-118.19946846103268,False,False,0.64,6.272311837187642,2025-03-08 06:42:21.896536
284,Downtown,Townhouse,2,1.0,1268.0,1987,38,378471,298.4787066246057,2787,14,0.06836608353083856,Phoenix,AZ,58280,Downtown,33.47678426767677,-112.08851586397431,False,True,1.23,8.40879380406695,2025-03-03 06:42:21.896536
285,Northend,Single Family Home,2,2.0,982.0,2010,15,373013,379.8503054989817,2692,14,0.0666028797923933,San Diego,CA,34262,Northend,32.70691309302627,-117.15613839562812,False,True,1.14,6.321286031669091,2025-03-03 06:42:21.896536
286,Downtown,Townhouse,3,2.0,1938.0,2000,25,640914,330.7089783281734,3568,32,0.0468045946882109,Dallas,TX,90435,Downtown,32.80975344564048,-96.84012871674817,False,True,1.29,8.42460149822448,2025-02-13 06:42:21.896536
287,Eastwood,Condominium,6,4.0,2939.0,1997,28,476889,162.26233412725418,3979,12,0.08012392820970918,Los Angeles,CA,72211,Eastwood,34.044629688588486,-118.28543823365408,False,True,1.59,4.355829380375571,2025-03-05 06:42:21.896536
288,Northend,Townhouse,4,1.5,1945.0,1970,55,379810,195.27506426735218,3325,5,0.08505252626313156,Chicago,IL,64842,Northend,41.87956575865736,-87.58990991759939,False,True,1.49,4.894947167371366,2025-03-12 06:42:21.896536
289,Suburban Heights,Luxury Home,4,1.5,1838.0,2003,22,1240947,675.1615886833515,8165,5,0.05895582970102672,Chicago,IL,66979,Suburban Heights,41.906348492456395,-87.65701575824569,False,False,1.38,6.253317278182682,2025-03-12 06:42:21.896536
290,Northend,Single Family Home,2,1.0,1445.0,2005,20,398083,275.48996539792387,3180,39,0.07585940620423379,New York,NY,91470,Northend,40.76039908495988,-73.98926496019536,True,False,0.86,5.869546316558397,2025-02-06 06:42:21.896536
291,Downtown,Luxury Home,4,1.5,1987.0,2008,17,1511750,760.8203321590337,9740,59,0.057314370762361504,San Diego,CA,48197,Downtown,32.66674276993974,-117.18555865153148,True,True,0.61,6.75088356890104,2025-01-17 06:42:21.896536
292,Downtown,Single Family Home,4,1.5,2071.0,2021,4,814285,393.184451955577,5117,17,0.055408487200427375,Philadelphia,PA,51844,Downtown,39.928671329991985,-75.20827456937141,False,True,1.5,8.072966068591812,2025-02-28 06:42:21.896536
293,Riverside,Single Family Home,3,2.5,1639.0,2000,25,388890,237.27272727272728,3111,1,0.07599629715343671,San Diego,CA,74754,Riverside,32.76168265180759,-117.16327447054242,True,True,1.28,3.7861204395199213,2025-03-16 06:42:21.896536
294,Westside,Single Family Home,6,1.5,2807.0,1969,56,681593,242.8190238688992,4149,6,0.05304652483226793,Dallas,TX,44157,Westside,32.81628145973718,-96.81477844965553,False,True,1.05,6.465456774953567,2025-03-11 06:42:21.896536
295,Downtown,Single Family Home,3,1.0,1733.0,2008,17,665478,384.0034622042701,3703,110,0.046773056359488974,Phoenix,AZ,87129,Downtown,33.41092335704328,-112.07656638900937,False,False,0.2,7.16203251898979,2024-11-27 06:42:21.896536
296,Northend,Condominium,5,3.0,2401.0,2020,5,605136,252.03498542274053,3948,30,0.05828983897834536,Chicago,IL,50042,Northend,41.83949566347143,-87.63119844970225,False,True,1.24,5.980606119798168,2025-02-15 06:42:21.896536
297,Central District,Single Family Home,5,2.0,2451.0,1958,67,417348,170.2766217870257,3239,27,0.07313091233215446,Phoenix,AZ,71665,Central District,33.49042971812194,-112.07192318581657,False,True,0.27,4.625521454843632,2025-02-18 06:42:21.896536
298,Suburban Heights,Single Family Home,1,2.0,917.0,1950,75,212764,232.02181025081788,1683,1,0.07492207328307421,Phoenix,AZ,92856,Suburban Heights,33.46004997268951,-112.10833615630261,False,True,1.09,6.653614225562066,2025-03-16 06:42:21.896536
299,Southbay,Multi-Family,3,2.0,1367.0,1978,47,338705,247.77249451353327,2802,58,0.07927222804505396,Phoenix,AZ,37376,Southbay,33.402773562587996,-112.11291920378201,False,False,1.45,4.189906977561622,2025-01-18 06:42:21.896536
300,Downtown,Townhouse,6,4.0,2764.0,2012,13,938860,339.6743849493488,5446,33,0.049607822252519015,Chicago,IL,65554,Downtown,41.88795315756844,-87.67029883010078,False,True,0.54,8.087786723524143,2025-02-12 06:42:21.896536
301,Downtown,Townhouse,2,1.5,1239.0,2021,4,448584,362.05326876513317,3412,10,0.0712738751270665,San Jose,CA,24199,Downtown,37.32579928899413,-121.8812908059542,False,False,0.95,8.478681275679248,2025-03-07 06:42:21.896536
302,Northend,Multi-Family,3,3.0,1661.0,2005,20,640816,385.80132450331126,3945,5,0.0538745599360815,Houston,TX,91412,Northend,29.749265279862986,-95.40343161985346,False,True,0.27,5.858316691487113,2025-03-12 06:42:21.896536
303,Northend,Townhouse,6,3.0,2843.0,2017,8,678980,238.82518466408723,3686,21,0.04514477598751068,Dallas,TX,60948,Northend,32.75407913075141,-96.75416824671514,False,False,1.51,6.469900632723288,2025-02-24 06:42:21.896536
304,Southbay,Single Family Home,3,1.0,1533.0,1984,41,257496,167.96868884540118,2150,81,0.0801957311958244,San Jose,CA,83781,Southbay,37.35579822755864,-121.88669521613201,False,True,0.62,3.0576726538434107,2024-12-26 06:42:21.896536
305,Central District,Single Family Home,2,4.0,1552.0,1952,73,304608,196.2680412371134,2443,90,0.07624172707217144,Dallas,TX,82750,Central District,32.72797148899869,-96.74775845995104,False,True,0.95,4.676279976967617,2024-12-17 06:42:21.896536
306,Mountain View,Townhouse,3,2.0,1535.0,1956,69,318630,207.57654723127035,2602,41,0.07799453912061012,Los Angeles,CA,76262,Mountain View,34.069345493489465,-118.2620077522655,False,False,0.65,5.465706529124619,2025-02-04 06:42:21.896536
307,Northend,Single Family Home,2,1.0,1376.0,1976,49,278663,202.51671511627907,2288,58,0.07852761220542374,San Diego,CA,56600,Northend,32.753626865999784,-117.18525683797083,True,True,0.31,5.024609862768879,2025-01-18 06:42:21.896536
308,Westside,Condominium,3,3.0,1840.0,1950,75,328160,178.34782608695653,2639,5,0.07650170648464164,San Diego,CA,86898,Westside,32.72010165791827,-117.14749292362703,False,True,0.7,7.177775798251549,2025-03-12 06:42:21.896536
309,Central District,Single Family Home,2,2.5,1524.0,2020,5,393405,258.1397637795276,3199,39,0.07757883097571205,San Antonio,TX,72483,Central District,29.396206337145372,-98.44576027211994,False,True,0.27,4.064646530652181,2025-02-06 06:42:21.896536
310,Suburban Heights,Single Family Home,3,2.5,1551.0,1993,32,485422,312.9735654416505,4026,49,0.07952577345072946,San Diego,CA,28297,Suburban Heights,32.7405191905979,-117.1553186774489,False,False,0.93,6.040365871464788,2025-01-27 06:42:21.896536
311,Eastwood,Condominium,3,1.5,1810.0,1990,35,260258,143.7889502762431,2187,10,0.08083839881963283,Chicago,IL,40448,Eastwood,41.846159459817535,-87.6744141793002,False,False,0.21,4.634257415064746,2025-03-07 06:42:21.896536
312,Downtown,Condominium,4,2.0,2267.0,2024,1,735793,324.56682840758714,4615,95,0.05526573370499584,Philadelphia,PA,36172,Downtown,39.9346059832521,-75.13988126640866,False,True,0.96,7.622302293343912,2024-12-12 06:42:21.896536
313,Downtown,Condominium,3,3.0,1868.0,1991,34,567322,303.7055674518201,3655,9,0.05731059257352967,New York,NY,52874,Downtown,40.6897331298302,-74.00204437795045,False,True,1.35,7.450594147646512,2025-03-08 06:42:21.896536
314,Mountain View,Condominium,3,2.0,1439.0,1982,43,373659,259.66574009728976,2803,16,0.07001790402479266,San Antonio,TX,17657,Mountain View,29.446894717673075,-98.53280562853536,False,False,1.28,6.831205929539511,2025-03-01 06:42:21.896536
315,Riverside,Single Family Home,4,2.0,1740.0,1999,26,444248,255.31494252873563,3483,43,0.07408258450235004,New York,NY,94386,Riverside,40.73132980161159,-74.046812911229,True,True,1.49,4.017086179011102,2025-02-02 06:42:21.896536
316,Southbay,Single Family Home,2,1.0,1125.0,2012,13,274669,244.15022222222223,2394,45,0.08459134449100554,Dallas,TX,35425,Southbay,32.823212974212694,-96.7981605869935,False,False,1.24,3.6211540311015744,2025-01-31 06:42:21.896536
317,Eastwood,Multi-Family,3,1.5,1438.0,1986,39,429395,298.605702364395,3364,54,0.0740113415386765,New York,NY,36685,Eastwood,40.67786761077099,-74.02176163639665,False,True,0.29,4.7314521068903455,2025-01-22 06:42:21.896536
318,Suburban Heights,Condominium,2,3.0,1386.0,2008,17,339628,245.04184704184703,2513,5,0.06879126573780725,New York,NY,34578,Suburban Heights,40.70414164492953,-73.98018149889235,False,False,0.29,6.381902732535911,2025-03-12 06:42:21.896536
319,Suburban Heights,Single Family Home,5,2.0,2326.0,1997,28,649116,279.0696474634566,3914,85,0.05235686687741482,San Antonio,TX,38831,Suburban Heights,29.44844237860766,-98.48240594946627,False,False,1.1,5.808296863554112,2024-12-22 06:42:21.896536
320,Suburban Heights,Townhouse,2,4.0,1557.0,1954,71,354631,227.7655748233783,2615,34,0.06848634214154996,Los Angeles,CA,17906,Suburban Heights,34.01279307125585,-118.27854306284124,False,False,1.21,6.7507425266544665,2025-02-11 06:42:21.896536
321,Northend,Single Family Home,3,2.0,1640.0,1997,28,434580,264.9878048780488,3270,28,0.0702940770399006,Phoenix,AZ,71413,Northend,33.407775692064554,-112.06628272167124,False,True,1.47,5.330986793391829,2025-02-17 06:42:21.896536
322,Central District,Single Family Home,4,2.5,1902.0,1952,73,325539,171.15615141955837,2863,178,0.08553574226129589,San Diego,CA,64028,Central District,32.75341384415114,-117.16771994877453,False,True,0.24,4.805552268696666,2024-09-20 06:42:21.896536
323,Southbay,Single Family Home,3,2.0,1586.0,1996,29,336303,212.04476670870113,2712,60,0.07676987716434286,San Diego,CA,17287,Southbay,32.68178481739577,-117.15529576748511,False,True,0.63,3.07241452297477,2025-01-16 06:42:21.896536
324,Suburban Heights,Townhouse,2,2.0,1459.0,2011,14,432313,296.307745030843,3309,5,0.07185011785442491,Chicago,IL,43660,Suburban Heights,41.90927522168658,-87.60562879384871,True,True,0.39,6.102282672389467,2025-03-12 06:42:21.896536
325,Mountain View,Condominium,3,1.5,1148.0,1963,62,263567,229.58797909407664,2317,63,0.08549120337523286,San Antonio,TX,85758,Mountain View,29.462245077967502,-98.51580979027511,False,True,1.17,6.66736167702381,2025-01-13 06:42:21.896536
326,Central District,Single Family Home,3,2.0,1598.0,2012,13,442543,276.9355444305382,3870,4,0.08493895508459065,Chicago,IL,70504,Central District,41.847495386726784,-87.5918183514058,False,True,1.01,4.228876327033696,2025-03-13 06:42:21.896536
327,Northend,Multi-Family,4,2.0,1957.0,2010,15,689766,352.460909555442,4089,1,0.05113716825706109,Philadelphia,PA,69720,Northend,39.9683560312778,-75.18410710699925,False,False,0.35,5.110865532175742,2025-03-16 06:42:21.896536
328,Southbay,Single Family Home,3,4.0,1956.0,1980,45,366047,187.14059304703477,2788,23,0.07139809915120189,Philadelphia,PA,44701,Southbay,39.976834805057244,-75.13368816155196,True,True,0.8,4.562513907565704,2025-02-22 06:42:21.896536
329,Eastwood,Single Family Home,3,2.5,1448.0,1966,59,284468,196.45580110497238,2429,227,0.08246495212115247,Chicago,IL,93300,Eastwood,41.88959782403412,-87.61101158901201,False,True,1.08,4.231838870827151,2024-08-02 06:42:21.896536
330,Suburban Heights,Single Family Home,3,1.5,1338.0,1973,52,366778,274.12406576980567,3060,8,0.08011505597391337,San Antonio,TX,27674,Suburban Heights,29.411625990444264,-98.48973043326569,False,True,1.2,5.48320492408008,2025-03-09 06:42:21.896536
331,Westside,Single Family Home,4,1.0,1916.0,1972,53,532774,278.0657620041754,3316,50,0.054688329385442984,Chicago,IL,93560,Westside,41.88051591707262,-87.59499522088693,True,True,0.2,6.844401327130225,2025-01-26 06:42:21.896536
332,Central District,Single Family Home,3,1.5,1170.0,1999,26,356742,304.9076923076923,3078,8,0.08353700993995661,San Diego,CA,33874,Central District,32.74969639802821,-117.1278319530653,False,True,1.35,4.393517555343311,2025-03-09 06:42:21.896536
333,Downtown,Condominium,3,2.5,1916.0,2019,6,621737,324.4973903966597,3871,58,0.05471326300348862,San Jose,CA,53642,Downtown,37.28930316142625,-121.86134545155312,False,True,0.92,8.291305839166354,2025-01-18 06:42:21.896536
334,Downtown,Townhouse,2,3.0,1445.0,1976,49,434217,300.4961937716263,3323,31,0.07183426719819813,Houston,TX,75160,Downtown,29.7862676390111,-95.35196211771448,False,False,1.11,6.711196792052282,2025-02-14 06:42:21.896536
335,Downtown,Condominium,1,3.5,1461.0,1964,61,321003,219.71457905544148,2667,51,0.07970000280371212,New York,NY,27602,Downtown,40.738426465789146,-73.97180296285033,False,True,0.97,7.913099604565653,2025-01-25 06:42:21.896536
336,Downtown,Single Family Home,2,1.0,983.0,1999,26,439183,446.77822990844356,3377,10,0.0722713310852196,Houston,TX,98801,Downtown,29.75743190541018,-95.36959497865115,False,True,0.36,7.49909740257275,2025-03-07 06:42:21.896536
337,Lakefront,Single Family Home,2,2.0,1213.0,1985,40,397576,327.762572135202,3345,61,0.08096182868181177,San Antonio,TX,35931,Lakefront,29.38657140569114,-98.50506241169526,True,True,0.27,7.739859124793988,2025-01-15 06:42:21.896536
338,Central District,Single Family Home,3,2.0,1119.0,1957,68,271381,242.52100089365504,2223,244,0.078297227882571,Houston,TX,39192,Central District,29.77473651799118,-95.34176002238527,True,False,1.12,4.252390182052473,2024-07-16 06:42:21.896536
339,Eastwood,Single Family Home,3,2.5,1491.0,1952,73,255180,171.14688128772636,1868,49,0.06784387491182695,Philadelphia,PA,56542,Eastwood,39.924320909769115,-75.20141771008407,False,True,0.36,4.855789836992176,2025-01-27 06:42:21.896536
340,Downtown,Townhouse,2,2.5,1314.0,2011,14,530215,403.51217656012176,3189,30,0.0521744952519261,Dallas,TX,52520,Downtown,32.79300420045005,-96.8468120116475,False,False,1.15,7.644109278362762,2025-02-15 06:42:21.896536
341,Eastwood,Single Family Home,5,2.5,1858.0,1996,29,511767,275.4397201291712,2974,115,0.04973485980924913,New York,NY,74772,Eastwood,40.680637258430735,-74.05309286196561,False,True,1.38,4.460180284480093,2024-11-22 06:42:21.896536
342,Eastwood,Townhouse,1,2.5,972.0,2010,15,265332,272.9753086419753,2049,0,0.07266880738094161,Phoenix,AZ,68762,Eastwood,33.415088511785484,-112.10586807200745,False,False,1.0,4.4828145268653365,2025-03-17 06:42:21.896536
